conm,gvkey,tic
TAPESTRY INC,140541,TPR
CBCOM INC,140561,CBCI
SELECT BANCORP INC,140565,SLCT
SOUTHERN STAR RESOURCES INC,140566,SSR..
CHEMBIO DIAGNOSTICS INC,140568,CEMI
W-H ENERGY SERVICES INC,140569,WHQA
STREETTRACKS FORTUNE E-50,140601,FEF
SPDR PRTF TOTAL STCK MKT ETF,140602,SPTM
THALLION PHARMACEUTICALS INC,140614,TLNPF
CASH STORE FINANCIAL SVCS,140621,CSFSF
NSI GLOBAL INC,140625,NGL.2
PROGINET CORP,140633,3PRGF
WANNIGAN CAPITAL CORP,140640,WGAN
RUSORO MINING LTD,140669,RMLFF
ARALEZ PHARMACEUTICALS INC,140672,ARLZQ
TRINIDAD DRILLING LTD,140674,TDGCF
PHARMANET DEVELOPMENT GROUP,140676,PDGI
SYNPLICITY INC,140679,SYNP
COSMOTE MOBILE TELECOMMNICTN,140717,CZMTY
IWG PLC,140722,REGSY
GOLD WHEATON GOLD CORP,140725,GLW.1
ENDWAVE CORP,140736,ENWV
VG GOLD CORP,140743,VG.2
CHINA PETROLEUM & CHEM CORP,140756,SNP
AMERICAN OIL & GAS INC,140757,AEZ
IPEC HOLDINGS INC,140758,IPEC
IXIA,140759,XXIA
MONSANTO CO,140760,MON
CHINA TRANSINFO TECHNOLOGY,140761,CTFO
ALCATEL ADS OPTRONICS,140796,ALAO
DATALEX PLC,140797,DLEXY
MEDICHEM LIFE SCIENCES  INC,140798,MCLS.
WESTPORT RESOURCES CORP,140800,WRC.1
CARNIVAL CORP/PLC (GBR),140821,CUK
CANAAN ENERGY CORP,140837,KNAN
ISHARES S&P 100 ETF,140857,OEF
C-QUENTIAL INC,140876,CQTL
LXN CORP,140896,9986B
PEET'S COFFEE & TEA INC,140897,PEET
CAPTURA SOFTWARE INC,140898,CPTR
CIDRA CORP,140899,CIDC
THERASENSE INC,140900,THER.1
ATHERSYS INC/OH,140901,ATHX.1
NII HOLDINGS INC,140902,NIHD
METAVANTE CORP,140903,MVNT.1
EVERGREEN SOLAR INC,140904,ESLRQ
EPL OIL & GAS INC,140905,EPL
ADEXA INC,140906,ADXA
ARISTOTLE INTL INC,140907,VOTE
CRUCELL NV,140908,CRXLY
SE GLOBAL EQUITIES CORP,140909,3SEGB
HYDROGENICS CORP,140910,HYGS
HARBOR GLOBAL CO LTD,140916,3HRBGF
CRYOCATH TECHNOLOGIES INC,140937,CYT.Z
VILLAGE BANK AND TRUST FINL,140938,VBFC
CONCORDIA RESOURCE CORP,140959,CCNCF.
WIRELESS HOLDRS TR,140962,WMH
INTERCONTINENTAL TELECOM CP,140976,ITCN
RRI ENERGY INC,140977,RRI.3
IRONSIDE TECHNOLOGIES INC,140978,IRON.1
ZHONE TECHNOLOGIES INC,140979,ZHNE
YELLOWBRIX INC,140980,YBRX
LIGHTBRIDGE CORP,140982,LTBR
BANK MUTUAL CORP,140983,BKMU
TRINET GROUP INC,140988,TNET
NATIONS EXPRESS INC,140998,NAX.1
CATALOG.COM INC,140999,CLG.3
N-GEN SOLUTIONS.COM INC,141000,LERN
UTI WORLDWIDE INC,141001,UTIW
SUPERCLICK INC,141005,3SPCK
SEAFARER EXPLORATION CORP,141006,SFRX
OPTICAL COMMUNICATION PRODS,141007,OCPI
STRATECO RESOURCES INC,141009,SRSIF
AAMPRO GROUP INC,141023,APGO
GEOPHARMA INC,141037,GORXQ
HOUSE OF BRUSSELS CHOCOLATES,141038,HBSL
TRANSMETA CORP,141044,TMTA
LUMINENT INC,141057,LMNE
INFICON HOLDING AG,141076,IFCN
AEROGEN INC,141097,3AEGN
COMPUTER ACCESS TECH CORP,141098,CATZ
ELECTROVAYA INC,141099,EFLVF
SAEHAN BANCORP,141103,SAEB
CERTIFIED SERVICES INC,141136,CSRV
ASIAMET RESOURCES LTD,141137,KMGLF
ORION POWER HOLDINGS INC,141138,RRI1
ARC STRATEGIC ENERGY FUND,141156,AEF.U
IRSA PROPIEDADES COMERCIALES,141158,IRCP
INSEEGO CORP,141178,INSG
MICROISLET INC,141196,MIIS
ARRAY BIOPHARMA INC,141197,ARRY
BEACON POWER CORP,141198,BCONQ
FUNCTIONAL TECHNOLOGIES CORP,141199,FEBTQ
ASTRALIS LTD,141200,ASTR
IMAGICTV INC,141203,IMTV.
BIOPHAGE PHARMA INC,141216,BUG.Z
INFINICALL CORP,141218,INFL.1
ALLIANCE FIBER OPTIC PRODUCT,141236,AFOP
TELEKOM AUSTRIA AG,141239,TKAGY
KIT DIGITAL INC,141240,KITDQ
CATALYTICA ENERGY SYS INC,141241,CESI
KIK TECHNOLOGY INTL INC,141242,KKTI
TELEFONICA MOVILES SA,141243,TEM.1
VNUS MEDICAL TECHNOLOGIES,141276,VNUS
EXACT SCIENCES CORP,141277,EXAS
MOSYS INC,141278,MOSY
AMEDORE HOMES INC,141279,AHS.2
SIMMONS MEDIA GROUP INC,141280,SMGI.1
SAN GOLD CORP,141306,SGRCF
LICO ENERGY METALS INC,141309,WCTXF
LANESBOROUGH REIT,141310,LRTEF
IBERIAN MINERALS CORP,141319,IMINF
SYBRON DENTAL SPECIALTIES,141321,SYD.1
DIAGNOS INC,141337,DGNOF
RAILPOWER TECHNOLOGIES CORP,141338,RLPHQ
BANKS.COM INC,141339,BNNX
LYNUXWORKS INC,141356,LNWX.1
TRINAGY INC,141357,TRGY
RESOURCES CONNECTION INC,141359,RECN
INTARCIA THERAPEUTICS -REDH,141361,ITCA
SPECIALTY LABORATORIES INC,141362,SP.4
NUSTAR ENERGY LP,141363,NS
NUVERA FUEL CELLS INC,141364,NVRA
HAHT COMMERCE INC,141365,HAHT
CONJUCHEM BIOTECH INC,141368,CCHXF
GLYCODESIGN INC,141369,3GLYDF
STEWART (W P) & CO LTD,141376,WPSL
GMP COMPANIES INC,141378,GMPC
CONEXANT SPINCO INC,141379,9988B
FHT HOLDINGS CORP,141380,TLUX
VERISITY LTD,141381,VRST.
SELECT MEDICAL CORP,141382,SEM.4
SNAP APPLIANCES INC,141383,SNPA.
ALIGN TECHNOLOGY INC,141384,ALGN
CHORUM TECHNOLOGIES INC,141385,CHOR.
STORAGEAPPS INC,141386,STRG.
COMBIMATRIX CORP-OLD,141387,CBMX.1
CELLOMICS INC,141388,CLMX
CASCADE MICROTECH INC,141389,CSCD
RIBAPHARM INC,141390,RNA.1
CATUITY INC,141397,CTTY
MASSEY ENERGY CO,141400,MEE
TRIBUTE PHARMACEUTICALS CDN,141441,TBUFF
CMS OIL & GAS CO,141456,CGS.2
EROOM TECHNOLOGY INC,141457,ERMT
OMP INC,141458,OMPI.1
GARMIN LTD,141459,GRMN
SEATTLE GENETICS INC,141460,SGEN
SITARA NETWORKS INC,141461,SITA
GENER8 MARITIME INC,141462,GNRT
ANDA NETWORKS INC,141463,ANDA.1
DIADEXUS INC-OLD,141464,DDXS.
ALPINE AIR EXPRESS INC,141466,APNX
PRIME STAR GROUP INC,141467,PSGI
GEMPLUS INTERNATIONAL SA,141468,GEMP.1
HARVARD BIOSCIENCE INC,141469,HBIO
DYNAVAX TECHNOLOGIES CORP,141496,DVAX
AMERICAN PHYSICIANS CAPITAL,141497,ACAP.1
HARTE GOLD CORP,141498,HRTFF
ISHARES GLOBAL 100 ETF,141516,IOO
LEGEND GOLD CORP,141536,NOATF
PLANET HEALTH CORP,141562,POHEF
AQUACELL TECHNOLOGIES INC,141577,AQUA.1
EDEN ENERGY CORP,141597,EDNE
AT&T LATIN AMERICA CORP,141636,ATTL
IVERNIA INC -OLD,141638,IVWFF.1
ENSECO ENERGY SERVICES CORP,141639,ENSRF
FRONTEER GOLD INC,141641,FRG
ELECTRONIC GAME CARD INC,141642,EGMIQ
KILLAM APARTMENT REIT,141663,KMMPF
MINDREADY SOLUTIONS INC,141665,MDREF
PACIFIC FINANCIAL CORP,141667,PFLC
WESTERN OIL SANDS INC,141672,WTO.Z
CHELSEA OIL AND GAS LTD,141680,COGLF
ENERGY TRANSFER PARTNERS -LP,141720,ETP
CRAIG MUSIC & ENTERTAINMENT,141721,MUE.1
INCA DESIGNS INC,141740,IDGI
EQUISTAR CHEMICALS LP,141760,LYB1
STAGEZERO LIFE SCIENCES LTD,141781,GNWSF
MEZABAY INTERNATIONAL -OLD,141800,MZBY.1
SEARCHLIGHT MINERALS CORP,141810,SRCH
TRAVELNSTORE INC,141816,3TVLNE
UTI CORP,141840,UTIC.1
QUANTUM BRIDGE COMMUN INC,141841,QBCI
CONTROL DELIVERY SYSTEM INC,141842,CDSY.
DIRECT ALLIANCE CORP,141843,DACC
UNITREND INC,141844,UTRN.1
AGERE SYSTEMS INC,141845,AGR.3
ACADIA PHARMACEUTICALS INC,141846,ACAD
ODYSSEY HEALTHCARE INC,141847,ODSY
IPG PHOTONICS CORP -OLD,141849,IPGP.1
CUPERTINO ELECTRIC INC,141850,CUPE
ENVIRONMTL OIL PROC TECH CP,141858,EVOPQ
RASER TECHNOLOGIES INC,141859,RZTIQ
LCA GROUP INC,141861,LXA.I
HAMMOND POWER SOLUTIONS INC,141881,HMDPF
VERIFYME INC,141887,VRME
GLOBAL PAYMENTS INC,141913,GPN
VICTORIA INDUSTRIES INC-OLD,141915,VIIN.1
COMPUTER SOFTWARE INNOVATION,141934,CSWI.1
OPSWARE INC,141957,OPSW
WEBTECH WIRELESS INC,141964,WEWWF
EUROPE 2001 HOLDRS TR,141967,EKH
ATP OIL & GAS CORP,141982,ATPAQ
BEARINGPOINT INC,141983,BGPTQ
DNA SCIENCES INC,141984,DNAS
JAMES MONROE BANCORP INC,142003,JMBI
AMERICA FIRST REIT PRTNER LP,142023,AFREZ
MILITARY RESALE GROUP INC,142024,MYRL
PETROSEARCH ENERGY CORP,142027,3PTSG
QUANTUM GROUP INC,142045,QGP
NUVEEN MD DIVID ADV MUN FD,142064,NFM
NUVEEN VA DIV ADV MUNI FD,142069,NGB
CENTERSTATE BANK CORP,142088,CSFL
PUMA EXPLORATION INC,142090,PUXPF
NUVEEN NC DIV ADV MUN FUND,142092,NRB
NUVEEN CT DIVID ADV MUN FD,142093,NFC.1
XENOGEN CORP,142096,XGEN.
THIRD WAVE TECHNOLOGIES INC,142106,TWTI.1
WESTCON GROUP INC-REDH,142107,WCGP
CRYSTAL INTL TRAVEL GROUP,142108,CINT
BOWLIN TRAVEL CENTERS INC,142129,BWTL
NUVEEN ARIZ DIVID ADV MUN FD,142130,NFZ
NUVEEN MASS DIVID ADV MUN FD,142131,NMB
PARETO CORP,142149,PTO.
ATAC RESOURCES LTD,142150,ATADF
MAGNUM D'OR RESOURCES INC,142155,MDOR
AXM PHARMA INC -OLD,142156,AXMP.1
IMPACT ENERGY INC,142171,IEY.1
WESTSTAR ENVIRONMENTAL INC,142173,WSTX
ISHARES COHEN & STEERS REIT,142188,ICF
ARC RESOURCES LTD  -OLD,142208,ARX.A
CORE GOLD INC,142212,CGLDF
HUDSON RESOURCES INC,142229,HUDRF
MAGELLAN MIDSTREAM PRTNRS LP,142230,MMP
AMERICA MOVIL SA DE CV,142248,AMX
INVESTORS CAPITAL HLDGS LTD,142251,ICH
OIL SERVICE HOLDRS TR,142253,OIHYL
MEDICAL MAKEOVER CP OF AMER,142254,MMAM
OIL STATES INTL INC,142260,OIS
NOVUS ENERGY INC,142275,NOVUF
GS AGRIFUELS CORP,142276,3GSGF
TEMPEST ENERGY CORP,142279,TMY.A
ISHARES NASDAQ BIOTECH ETF,142281,IBB
PRIMAL SOLUTIONS INC,142318,PMSO
1ST PACIFIC BANCORP,142336,FPBN
NORTHERN OIL & GAS INC,142337,NOG
GMX RESOURCES INC,142339,GMXRQ
TORCH OFFSHORE INC,142380,TORCQ
IASIS HEALTHCARE LLC,142381,0100A
ENCORE ACQUISITION CO,142382,EAC.1
APBIOTECH INC,142385,APBI
RIVERSTONE NETWORKS INC,142390,RSTN
TRANSATLANTIC PETROLEUM LTD,142391,TAT
SYMBILITY SOLUTIONS INC,142419,ATBEF
MILLENIUM BIOLOGIX CORP,142420,MBC.3
BIRCHCLIFF ENERGY LTD,142443,BIREF
PRACTICEWORKS INC,142445,PRWK
UNITED SURGICAL PRTNRS -OLD,142459,USPI.1
PEABODY ENERGY CORP,142460,BTU
GLACIER CORP,142461,GLCR
PHOENIX COMPANIES INC,142462,PNX
INSTINET GROUP INC,142463,INGP
CANDESCENT TECHNOLOGIES CORP,142464,CNDE.1
BRIAZZ INC,142465,BRZZQ
APS HEALTHCARE INC,142466,APSH
ISHARES CORE S&P/TSX CAPPED,142467,IRSHF
AMERICAN COMMERCE SOLUTION,142499,AACS
MAXTECH VENTURES INC,142501,6998B
ITI EDUCATION CORP,142519,ITK.1
CNOOC LTD,142540,CEO
INNOVATIVE SOFTWARE TECH INC,142541,INIV
MARINE PRODUCTS CORP,142546,MPX
SNRG CORP,142566,SNRG.2
TRANSITION THERAPEUTICS INC,142568,TTHI
GOVERNMENT STRIP BD TR UNIT,142587,GSB.UN.1
FIRST ASSET ENRGY RES INCM,142588,TXL.U
ESREY ENERGY LTD - OLD,142603,LNGYF.1
ANTERRA ENERGY INC,142604,ATERF
PLATINUM GROUP METALS LTD,142606,PLG
STELMAR SHIPPING LTD,142643,SJH.1
CITIZENS FIRST BANCORP INC,142644,CTZN
DOMINION CITRUS INCOME FUND,142646,DOM.UN
ISHARES S&P/TSX COMPLTN IDX,142648,ISPTF
INOVA TECHNOLOGY INC,142698,INVA.1
QK HEALTHCARE INC,142714,KRX
ENERGY & ENGINE TECHNOLOGY,142715,EENT
US ENERGY INITIATIVES CP INC,142731,USEI
ARBITRON INC,142748,ARB
SUREBEAM CORP,142753,SURE.
ISHARES TRST EXP TEC SEC ETF,142789,IGM
MEDWELL CAPITAL CORP,142792,BOMSF
BOOK4GOLF.COM CORP,142808,BFG.1
WEBGAIN INC,142809,WEBG
UNISPHERE NETWORKS INC,142810,UNSP.
FMC TECHNOLOGIES INC,142811,FTI.1
SENOMYX INC,142812,SNMX
BIONUMERIK PHARMA -REDH,142813,BNPI
SYNAPTICS INC,142814,SYNA
MOBICOM CORP,142818,MBIC
ONECAP,142822,ONEA
ISHARES S&P/TSX CAP ENERGY,142830,IUNSF
ISHARES S&P/TSX CAP IT ETF,142831,XIT.
SONOMED INC,142845,SNM.Z
U S FUEL CORP,142852,USFF
ACADIAN MINING CORP,142873,ADAIF
AZARGA METALS CORP,142885,EUUNF
ENGLOBE CORP,142906,EG.1
GB HOLDINGS INC,142909,GBHDQ
CANPLATS RESOURCES CORP,142926,CPQRF
MANDALAY RESOURCES CORP,142932,MNDJF
MOUNTAINVIEW ENERGY LTD,142933,MNVWF
NUVEEN CA DIV ADV MUN FD II,142934,NVX
NUVEEN NJ QUAL MUN INCM FD,142935,NXJ
NUVEEN NY DIV ADV MUN FD II,142936,NXK
NUVEEN OH DIV ADV MUN FD,142937,NXI
NUVEEN PA DIV ADVANTAGE MUN,142938,NXM
NUVEEN DIV ADV MUN FD II,142939,NXZ
ARENA RESOURCES INC,142945,ARD.1
ISHARES S&P/TSX GLOBAL GOLD,142948,IUTCF
ISHARES S&P/TSX CAP FINS IDX,142949,ITSXF
INERGY LP-OLD,142952,NRGY.1
MONDELEZ INTERNATIONAL INC,142953,MDLZ
MILLIPORE MICROELECTRONICS,142954,0106B
TELLIUM INC,142955,TELM
OMNICELL INC,142956,OMCL
WICHITA DEVELOPMENT CORP,143012,WHDV
ALPHA MINERALS INC,143033,ESOFF
BLUEBOOK INTL HOLDING CO,143053,BBKH
INTERLAPSE TECHNLGS CRP,143055,CRDAF
ODYSSEY RE HOLDINGS CORP,143073,ORH
DANIER LEATHER INC,143112,DLTOF
SHORE BANCSHARES INC,143153,SHBI
CITADEL HYTES FUND,143173,CHF.Z
RETIREMENT RESIDENCES REIT,143175,RRR.U.
GENZYME BIOSURGERY,143176,GZBX
SENTRY SELECT BLUE-CHIP INC,143182,SIT.U
ALLIANCE MEDIA HOLDINGS INC,143217,ADTR
FIRST BANCTRUST CORP,143240,FIRT
GALYAN'S TRADING CO INC,143277,GLYN
SAVARIA CORP,143282,SISXF
TELESTONE TECHNOLOGIES CORP,143283,TSTC
CASH SYSTEMS INC,143285,CKNN
CHINA GOLD INTL RSRCS CP LTD,143297,JINFF
EAST ASIA MINERALS CORP,143299,EAIAF
AQUILA INC-OLD,143318,ILA.1
ICX ELECTRONICS INC,143336,ICX.
PRUDENTIAL FINANCIAL INC,143356,PRU
ACCENTURE PLC,143357,ACN
CAMELOT ENTERTAINMENT GROUP,143378,CMGR
SPDR DOW JONES REIT ETF,143381,RWR
AZURE DYNAMICS CORP,143402,AZDDQ
JUST ENERGY GROUP INC,143403,JE
WRIGHT MEDICAL GROUP NV,143421,WMGI
WITS BASIN PRECIOUS MINERALS,143441,WITM
PYXIS CAPITAL INC,143442,PYX.A
EXCELLIGENCE LEARNING CORP,143443,LRNS
SIMPLEX SOLUTIONS INC,143444,SPLX.1
RAINBOW MEDIA GROUP,143461,RMG.2
CHESTERFIELD FINANCIAL CORP,143463,CFSL
RETAIL HOLDERS TR,143466,RTHYL
RUDY NUTRITION,143467,RUDN
RETRACTABLE TECHNOLOGIES INC,143526,RVP
NAPSTER INC,143527,NAPS
SPECTRA ENERGY CAPITAL LLC,143542,SE1
HUIFENG BIOPHARM TECHNOLOGY,143582,HFGB
WRANGLER WEST ENERGY CORP,143588,WX.
BEACON EDUCATION MGNT INC,143604,BECN.
MEDCATH CORP,143605,MDTH
SOLIUM CAPITAL INC,143609,SIUMF
POWDER RIVER PETROLEUM INTL,143625,PWDR
IMMUNOTEC INC,143627,IMMTF
SHELBOURNE PPTYS I INC,143629,HXD.1
SHELBOURNE PPTYS II INC,143630,HXE
SHELBOURNE PPTYS III INC,143631,HXF
SHIRE ACQUISITION INC,143632,SHQ.1
KINDER MORGAN MANAGEMENT LLC,143640,KMR
O2DIESEL CORP,143664,OTODQ
NICHOLAS INVESTMENT INC,143665,NIVM.
KHANTY MANSIYSK OIL CORP,143667,KMOC
MAGMA DESIGN AUTOMATION INC,143668,LAVA
MERCFUEL INC  -REDH,143669,MQ.1
INLAND REAL ESTATE CORP,143689,IRC
WILLIAMS INDUSTRIAL SE G INC,143710,WLMS
QUIZAM MEDIA CORP,143712,QQQFF
NORTHSTAR DRILLING SYS INC,143747,NSD.A
BOREALIS EXPLORATION LTD,143748,BOREF
SMITH & WOLLENSKY RSTRNT GRP,143754,SWRG
NEOVASC INC,143770,NVCN
REFLECT SCIENTIFIC INC,143788,RSCF
AVP INC,143791,AVPI
COHEN & STEERS ADV INC RLTY,143807,RLF
NEXT GENERATION MGMT CORP,143827,NGMC
XZERES CORP,143831,XPWR
ISHARES CORE SP500 IDX (CAD),143832,XSP.
AMER AMMO,143849,0238B
VANGUARD TOTAL STOCK MKT ETF,143851,VTI
HPL TECHNOLOGIES INC,143869,3HPLA
ALTERRA CAPITAL HOLDINGS LTD,143870,ALTE
JAVELIN PHARMACEUTICALS INC,143892,JAV
FENNEC PHARMACEUTICALS INC,143909,FENC
BRIDGE CAPITAL HOLDINGS,143910,BBNK
GLOBAL EARTH ENERGY INC -OLD,143911,GLER.1
AXON ENTERPRISE INC,143912,AAXN
PRODUCERS OILFIELD SVCS INC,143933,POS.1
GLOBAL ENERGY GROUP INC,143952,GENG
WORLDCOM INC-MCI GROUP,143971,MCWEQ
WORLDCOM INC-CONSOLIDATED,143972,WCOM.CM
ALLIANCE DATA SYSTEMS CORP,143974,ADS
H2O INNOVATION INC,143979,HEOFF
AMERICAN EAGLE TANKERS INC,143989,AEH.
BAM ENTERTAINMENT INC,143990,BFUN
ANDRX CORP-CONSOLIDATED,143992,ANDX.CM
INTERTAINMENT MEDIA INC,143996,ITMTF
CHINA ENERGY SAVNGS TECH INC,143997,CESV
WILLIS TOWERS WATSON PLC,144009,WLTW
EDUCATION HOLDINGS 1 INC,144010,REVUQ
SLS INTERNATIONAL INC,144018,SLSZQ
FAR EAST ENERGY CORP,144030,FEECQ
ICY SPLASH FOOD & BEVERAGE,144040,IFBV
OURPETS CO,144058,OPCO
MIRENCO INC,144062,MREO.1
ROCKWELL COLLINS,144066,COL
KANEB SERVICES LLC,144076,KSL
RIFCO INC,144084,RRFFF
CARIBBEAN UTILITIES CO LTD,144096,CUPUF
ATLAS PIPELINE PARTNER LP,144097,APL
ENXNET INC,144101,EXNT
NEWSTRIKE CAPITAL INC,144103,NWSKF
SUNRISE SOLAR CORP,144110,SSLR
CHIPMOS TECHNOLOGIES LTD,144115,IMOS.1
BIO-ONE CORP,144117,BICO
CERTEGY INC,144119,CEY.3
MVB FINANCIAL CORP,144122,MVBF
PR SPECIALISTS INC,144123,PRNC
SILICON ENERGY CORP,144134,SLCN
LAWSON SOFTWARE INC,144135,LWSN
MULTILINK TECHNOLOGY CORP,144137,MLTC.
ENTERTAINMENT GAMING ASIA,144139,EGT
IMPART MEDIA GROUP INC,144181,IMMG.1
ASANKO GOLD INC,144183,AKG
B2B TRUST,144214,BBT.1
O&Y REAL ESTATE INVT TR,144216,OYR.U
PIMCO CA MUNICIPAL INCOME FD,144217,PCQ
PIMCO MUNICIPAL INCOME FD,144218,PMF
PIMCO NY MUNICIPAL INCOME FD,144219,PNF
INTAC INTERNATIONAL,144235,INTN
SEAMARK ASSET MGMT LTD,144239,SM.3
BRANDS SHOPPING NETWORK INC,144258,3BSNK
HALO TECHNOLOGY HLDGS INC,144275,HTHO
HEALTH SCIENCES GROUP INC,144296,HESG
KICK ENERGY CORP,144338,KEC.1
SHANDONG ZHOUYUAN SEED & NUR,144343,SZSN
SINO CLEAN ENERGY INC,144356,SCEIQ
TRIPLE G SYSTEMS GROUP INC,144359,TGG.
EXPRESSJET HOLDINGS INC,144375,XJT
NEPTUNE WELLNESS SOLUTION IN,144382,NEPT
CHINA MARINE FOOD GROUP LTD,144383,CMFO
KINTANA INC,144395,KNTA.1
CROSS COUNTRY HEALTHCARE INC,144396,CCRN
MATADOR PETROLEUM CORP,144397,MATA
PEGASUS WIRELESS CORP,144398,PGSW
GRAYSTONE CORP,144415,GRY.SV.A
ELECTRA CAPITAL INC,144416,ECTA
BUNGE LTD,144435,BG
NATUS MEDICAL INC,144436,BABY
PDF SOLUTIONS INC,144437,PDFS
CENOSIS INC,144455,CNSSF
CHEMTRADE LOGISTICS INCM FD,144475,CGIFF
FULLCIRCLE REGISTRY INC -OLD,144476,FLCR.1
SYMPHONY TELECOM CORP,144495,SYPY
UBS GROUP AG,144496,UBS
ISHARES EXPND TCH-SFTR STR,144516,IGV
ISHARES PHLX SEMICONDCTR ETF,144517,SOXX
ISHARES N AMERN TECH-M NTWKG,144518,IGN
ARAMARK CORP,144519,0083A
AMN HEALTHCARE SERVICES INC,144520,AMN
HDFC BANK LTD,144535,HDB
ISHARES RUSSELL MDCP VAL ETF,144536,IWS
ISHARES RUSSELL MID-CP GRWTH,144537,IWP
ISHARES RUSSELL MID-CAP ETF,144538,IWR
ZIMMER BIOMET HOLDINGS INC,144559,ZBH
ARMITEC INC,144564,AMTI
CI MASTER LP,144565,CIP.UN
SOUTHERN CONN BANCORP INC,144567,SSE.1
BALTIMORE GAS & ELECTRIC CO,144580,CEG1
BLACKROCK CA MUN INCOME FUND,144620,BFZ
BLACKROCK MUN INCOME FUND,144621,BFK
BLACKROCK MUN INCOME INV TR,144622,BBF
BLACKROCK NJ MUN INCOME FD,144623,BNJ
BLACKROCK NY MUN INCOME FUND,144624,BNY
ASBURY AUTOMOTIVE GROUP INC,144640,ABG
BIO PLEXUS INC,144641,3BPXS.
BRUKER AXS INC,144645,BAXS.
BLACK HILLS POWER INC,144646,BKH1
BOEING CAPITAL CORP,144647,BA2
TEXTRON FINANCIAL CORP,144648,TXT3
MISTANGO RIVER RESOURCES INC,144651,GLRAF
TORPEDO SPORTS USA INC,144710,3TPDO
GRANITE CITY FOOD & BREWERY,144727,GCFB
GLOBAL REALTY DEVELOPMENT CO,144754,GRLY
CCI GROUP INC,144755,CCIG
INTIER AUTOMOTIVE INC,144795,IAIA
AGRAQUEST INC,144808,AGRQ
UNION DRILLING INC,144809,UDRL
MYKROLIS CORP,144821,MYK.
TAMERLANE VENTURES INC,144822,TMLVF
DUKE ENERGY PROGRESS INC,144848,PGN2
NORTHWEST BIOTHERAPEUTICS,144887,NWBO
MONTAGUE INTL HOLDING LTD,144888,MIHL
VIALTA INC,144889,3VLTA
ASCENT ENERGY INC -REDH,144927,ACNT
ISHARES CORE MSCI EAFE IMI,144947,EFA
CP SHIPS LTD,144988,TEU.1
FAIRMONT HOTELS RESORTS INC,144989,FHR
FORDING CANADIAN COAL TRUST,144990,FDG.1
XPO LOGISTICS INC,144998,XPO
DIOMED HOLDINGS INC,145003,DIOMQ
COMMERCE RESOURCES CORP,145022,CMRZF
GLADSTONE CAPITAL CORP,145024,GLAD
TRIMAX CORP,145026,TMXN
MASS MEGAWATTS WIND POWER,145027,MMMW
BIG 5 SPORTING GOODS CORP,145041,BGFV
ADVISORY BOARD CO,145042,ABCO
GIVEN IMAGING,145043,GIVN
ANTHEM INC,145046,ANTM
GAMESTOP CORP,145049,GME
GOLDEN PATRIOT CORP,145060,GPTC
ALLOY STEEL INTL INC,145061,AYSI
DIGIRAD CORP,145080,DRAD
ALLIANCE MEDICAL CORP,145081,ALMC.1
POWER MEASUREMENT INC,145083,PWRM.
PRECICION TRIM INC,145089,PRTR
DEVSTUDIOS INTL INC,145104,DVE.H
ALLANA POTASH CORP,145106,ALLRF
TSO3 INC,145108,TSTIF
TETON ENERGY CORP,145109,TECJQ
ACUSPHERE INC,145160,ACUS
NASSDA CORP,145161,NSDA
PARTNERS VALUE SPLIT CORP,145162,PVS.PR.B
TRANSCOM WORLDWIDE AB,145171,TRCXY
WCI COMMUNITIES INC,145186,WCIC
GEORGIA BANCSHARES INC,145191,GABA
NUTRA PHARMA CORP,145206,NPHC
PETRO AMERICA CORP,145207,PTRZ
HERITAGE PPTY INVESTMENT TR,145227,HTG
ZYMOGENETICS INC,145228,ZGEN
CITADEL SMART FUND,145229,CRT.UN.1
ISHARES MSCI EAFE ETF CAD-HD,145230,IUNTF
SENTRY SELECT GLBL IDX INCM,145247,SGT.UN
CLECO POWER LLC,145268,CNL1
IDAHO POWER CO,145269,IDA1
NEVADA POWER CO,145270,SRP2
NIAGARA MOHAWK POWER CORP,145271,NGG1
NORTHERN STATES POWER CO /MN,145273,XEL2
PACIFIC ENTERPRISES INC,145274,SRE1
MY HEALTHY ACCESS INC,145287,MYHA
WEIGHT WATCHERS INTL INC,145308,WW
HYDROGEN CORP,145313,HYDGQ
HIENERGY TECHNOLOGIES INC,145315,HIET
JUPITER GLOBAL HOLDINGS CORP,145327,JPHC
PECO ENERGY CO,145347,EXC1
PPL ELECTRIC UTILITIES CORP,145348,PPL2
PPL MONTANA LLC,145349,PPL3
CENTERPOINT ENERGY RES CORP,145350,CNP3
PERNIX GROUP INC,145351,PRXG
AMERIGROUP CORP,145367,AGP
CLAXSON INTERACTVE GRP -CL A,145388,XSONF
CHINA RECYCLING ENERGY CORP,145407,CREG
NUVEEN OH  DIV ADV MUNI FD 2,145410,NBJ
NUVEEN GA DIV ADV MUNI FD,145411,NZX
NUVEEN MD DIV ADV MUNI FD 2,145412,NZR
NUVEEN MICH DIV ADV MUNI FD,145413,NZW
NUVEEN MUN CREDIT INCM FD,145414,NZF
NUVEEN CA DIV ADV MUNI FD 3,145415,NZH
SERACARE LIFE SCIENCES INC,145416,SRLS
MERRILL LYNCH CANADA CP HLDR,145427,HCH
PREMCOR INC,145431,PCO.2
CORPORATE HIGH YIELD FD IV,145451,HYW
PAYPAL INC,145471,PYPL.1
AMERICAN TIRE DISTRBTR HLDGS,145472,0079A
HOLIDAY ISLAND HOLDINGS INC,145475,HIHI
APP PHARMACEUTICALS INC,145512,APPX
